TweetID,User_ID,Text,Sentiment
647453655864446976,Prakhar Mohan,@SpigenWorld i bought a ultra hybrid case for iphone 5s  won`t i get one ? :(,negative
647454025193947136,Jose,@austin_ortega that's what I did with my old iPhone 6 :(,negative
647454231637659648,t || pcd,"Three days ago my iphone 6 screen broke , still sad about it :(",negative
647454427885010944,mriene,I want a rose gold iPhone 6s :(,negative
647454581543333888,val,I just want to see my pick iPhone :(,negative
647454639965794304,MrGilder,"Had to leave work at 16:00, my #iphone6s arrives in the office at 16:08 #bugger wait until Monday it is then :(",negative
647454944937668608,shaun mchugh,@PeerIGN where's IGN on the new iOS9 news feed option? Only clueless gamer :( http://t.co/DXMS2t8rvd,negative
647454951967428608,Yolz,@J4mm1nJ03 true :( now im leaning on macbook air and maybe moto x pure. or iphone. i don't know lol.,negative
647455828858011648,Two Cows,"@settern It's a nice pink. Not too barbie, a few shades away from salmon. It's good. I want my Cobalt Blue iPhone. It's not fair :(",negative
647456089261387776, Mike T ,A *little* jealous at seeing the tweets and Facebook posts of people with their new iPhone 6Ss.  Mine still a couple of weeks away :(,negative
647456739470770176,,my father did not find the pink iPhone 6s+ so I have to wait until they have it :(,negative
647456830365540352,Maria,Missing my iPhone :(  http://t.co/SL5QFNrTKD,negative
647457574942474242,John N,@JohnLegere I was but no iphone6s :(,negative
647457940232798212,,rich bitches getting the new iPhone why wasn't I born into a rich family :(,negative
647457943068217345,Vinnie,@oskrNYC @IKEAtkinson :( I want a new iPhone so bad,negative
647458449756979201,Miranda McDonald,Payments changed for #iPhone6s and you have to get approved for a loan; despite good credit I didn't get it &amp; they can't tell me why :(,negative
647458658373099520,Takin Ls Master,Awww :( they were out kf rose gold how sad :(((( fuck up u lil shit u bought a new fucking iphone kys https://t.co/vJpCm99FgD,negative
647461396477640704,Raj Gomes ,"I wnt an iphone6s :(
iPhone 6s diary: Day one first impressions  forget the similarities, this is a whole new phone

http://t.co/XKGoBQVPuQ",negative
647462916556496900,court mellor,any1 got iphone 5 charger i can use pls in warners :( pls,negative
647463354081116160,Izzi,So my sister posted my NEW iPhone six to me but forgot to use the box and bubble wrap?????guess I'm not getting a new one :(,negative
647463471433519104,Alperen ,@anildenizzz Iphone 4 :(,negative
647463601255518208,jenne,waiting for my iPhone 6s :( http://t.co/iiDEiMeAtr,negative
647464141045657601,Mitchell Johnston,"@RogersHelps Just upgraded my phone to a iphone 6s, yay!  No more Visual Voicemail available for the iphones anymore as an addon? :(",negative
647464293584236544,Jordan Borenstein,Done exams but missed my iPhone delivery :(,negative
647464427659378688,baeonka,@evan_forst I have to turn it back in to get the new iPhone. :( I would give you my old phone but the screen doesn't work at all,negative
647465049565474816,Captain Shomo,Be wary - my iphone hasn't been able to set up at all :( @NadirTekarli,negative
647466582604574720,Devin,"You'd think that after dropping nearly $1000, #Apple would have a bit better quality control over their #iPhone6s. Looks like refurb :(",negative
647467584053473280,Ana Carolina ,Wish I had gotten the iPhone 6 Plus rather than the 6 :(,negative
647468932459311109,Mitchel J L,@ipast0re can i have new one? :( got new iPhone 6s,negative
647468977766010880,Connie,i want the new iphone 6s :(,negative
647470843770048512,tim hammond,As if my sister got the iPhone 6s today :(,negative
647472048776720384,fruity rudy,Why is the new iPhone update telling me to find friends? Fuck off I have friends :(,negative
647472953072877568,Robert Hall,"Silly me. Here I thought @sprint's iPhone ""for life"" plan (which we have) was the same as ""forever"" plan. So no upgrade to 6s for us. :(",negative
647473381835567104,Dee,"@gemswinc Hi all~Winter storm here, snowing.Having iPhone problems :( no pic @MoreThymeBlog @slines @sandarwai @Jade44_4 @ABlotz @WebGrrrrl",negative
647473571363729409,aliesha tyler,@paigecalvert1 how come you're being sick? :( I'm okay just tired from iPhone launch!,negative
647474727695609856,"Smith, Dana",The new iphone came out today but mine isn't being shipped until Wednesday :( :( :(,negative
647475436432134144,Chris,@LaurenJauregui Can you buy me an iphone 6s plus? i am poor :(,negative
647475765471256576,vicky ,@Carrottstickz dang it i dont have an iphone! :(,negative
647476438048874497,rodrigo torres ,@verizon wants me to buy the new iPhone but I'm wanting a new Xperia :(,negative
647476699848814592,Francois Baldassari,iphone 6s status: itunes crash looping :(,negative
647476733751463936,janie,I want the iPhone 6s :(,negative
647477372057337856,,my phone is literally stuck like this thanks to iOS9 wish I stayed with iOS7 :( http://t.co/4PXvRsRzEF,negative
647477957389381632,juli,my friend got the pink IPhone 6s and it's so beautiful :(,negative
647478510802616321,lemonchan~,Very tempted to buy this iPhone 6s while I'm at sprint. :(,negative
647478705678327808,Zippo,"@iPhoneinCanada Despite pre-ordering right after sales went live, my iPhone only NOW just got scanned in Ontario. :(",negative
647482989325094913,Eviltig,Yay. Now to wait for it to finish syncing :( can't wait to test the 4K #iPhone6s #arrived #yay #4k,negative
647483232968019968,Eviltig,@Eviltig1: Yay. Now to wait for it to finish syncing :( can't wait to test the 4K #iPhone6s #arrived #yay #4k http://t.co/zabYe3YK2Z,negative
647483243399352320,ObamaPacman,"Screwed by AT&amp;T. 

Went in at reserved time. Waited. And told @Apple Store no longer sells iPhone at 2 year contract price. 

:( @tim_cook",negative
647485035587592192,Ali Abdullah,@VodafoneQatar hey ! My iPhone 6 screen got broken :( can I just exchange it with new one and pay the difference ?,negative
647485153376399360,Astrid Chavarria,i miss having an iPhone :(,negative
647485227904823296,gru,still waiting on the iPhone 6s :(,negative
647485248280793088,Bad Dragon,@Goons_TXT I use an iPhone :(,negative
647487204131008513,mutherfucker,@LadyGagaNowNet video won't play on iPhone :(,negative
647487559182888964,isabella,i want the iPhone 6s :(,negative
647488484807192576,Ryan Rolo Hedgehog,@storiesupport yeah I'm on ios9 and have removed all photos. Can't upload :(,negative
647488808150155264,Nikki Lee ,I wish he would have pre-ordered my #rosegold #iPhone6s :(,negative
647489761427460098,andydew,"@JohnLegere @TMobileHelp over 700 people watched live, my iPhone unboxing. Too bad I got sent the wrong phone :( http://t.co/XJhbU5fI9o",negative
647489766951387136,louise,literally devastated that the iPhone 6s costs the exact same as my 6 :(,negative
647489854968741888,mike,"@arkaeya no, I'm poor :(

They get the iPhone. I get yelled at.",negative
647490433149456384,Crystal,if anyone finds my blue 5c iPhone please return!! :(,negative
647490886532644864,Isa,:( I've never wanted anything so bad than how I want the iPhone 6s god why me please i promise i won't let my friends touch it omg pls,negative
647491378403000320,mom,ill kiss you if you bring an iphone 5 charger to bk :(,negative
647491746696404992,Brandon Spruill ,@simple Hey! I need your help :( trying to purchase na iPhone but my card was declined for no reason. I called and the message just said,negative
647491928515313664,Josh,not happy with the sound quality on my new iPhone 6S 128. not sure what to do :(,negative
647492059444703233,phoenixcafe,"Too much hype over an iPhone :(
Go and hang out in Brixton tonight, at least you know what your getting for your money ;)",negative
647493453119537152,fagtitious,@generateapp app crashes on launch on iPhone 6s iOS 9.0.1 :(,negative
647493478134378497,mommy ,@swaveyaye_ my iphone like glitched &amp; it turned to home &amp; it's not there anymore I looked lol :(,negative
647493605192560640,hte matt,time to spend the next 10 days watching iphone 6s videos until mine comes :(,negative
647493822734274560,Rehan Allahwala,":( just broke my iphone 6+ :( 

Inna Li Allah",negative
647493861309292544,Iqbal Trainer,:( just broke my iphone 6+ :( Inna Li Allah,negative
647496208483786753,Zann Pettitt,Why can't I get an iPhone 6s? :(,negative
647496639674843136,kym,"forced to trade phones with my mom, now I have a cracked ass iPhone 6plus. help :(",negative
647496691353038848,Mark Hambelton,Received #iPhone6sOnO2 but put on the wrong tariff by @O2. Told 2 return #iPhone6s &amp; re-order!!! #Serously.!!! :( #TerribleCustomerService,negative
647497621557243904,Amina,Been without my #iPhone for a few weeks so have been off #socialmedia too :( Not the same tweeting &amp; posting on a laptop! #lovemyphone,negative
647497875795021824,v mescudi,I really want the rose gold iPhone 6s :(,negative
647498470107017216,Allyson Roache,What was the point of preordering the new iPhone 6s if I have to wait until Monday now :( @TELUSsupport,negative
647498625925316608,dafne.,Someone come bring me a iPhone charger PLS :(,negative
647498711199711232,HemashreeSubramaniam,#iphone6s First day! I envy my sister! Why can't they release it here simultaneously :( http://t.co/ULpc9U3tLt,negative
647499579118612480,Mikhail Kalugin,You cant buy an iPhone with the Upgrade Program without activating a line. Learnt that after 45min in line. :(,negative
647500027682643968,Phil Thibault,How @AlmightyJellybn tells me my iPhone has arrived yet again 4000 Km away :( http://t.co/tNlsY6YIsV,negative
647500279970066432,Michael Ford,@TypicalReviews @TypicalGamer i wouldn't mind having I'm still stuck on the iPhone 4 cant afford to upgrade :(,negative
647500352648941568,cristian,I just want the rose gold iPhone 6s :(,negative
647501455335796736,Steph,"@Mymummyspam I recorded on my iPhone, moved it to the iPad and edited on iMovie. :) I tried windows movie but it's crap. I want a Mac :( X",negative
647501724572360705,connor,@joyboy96 like a one plus? iphone really isn't that great :(,negative
647502770577252352,Cris,"today @Sia's new single, apple #iPhone6s, @katyperry in SaoPaulo, @NintendoAmerica #ACHHD launch. its my b-day, I have $ for none of them :(",negative
647504134837370880,Tyler,Ugh I wanna go see if I can get the iPhone 6S plus today but I don't think I'm eligible rn :(,negative
647505335784226816,Christian j melendez,"Hello sir, trying to upgrade my GF iphone 6plus to the 6s plus but sales dept said we need to wait another year :(",negative
647505405669601280,Kat,"i honestly don't even really want the new iPhone, but my current one is dying sooooooo.. :(",negative
647505440801181696,Sandy D,How come the iOS9 update crashes my apps when I open them and idk how to turn my text and call vibrations back on? :( @AppleMusic,negative
647505480491757568,Anne Beaulac,@Starbucks Is Mobile Call Ahead ordering only available on the iPhone 6? Everyone has it but me and it's the worst :(,negative
647507982180327424,Miss Daizy Baby,I want the new iPhone :( could have it right now I'm at work but I can't pay that much,negative
647508360993095680,LesleyAnne,I've been waiting to pick up my new iPhone all day but carphone warehouse haven't ran me :(,negative
647508579012837376,queenmaya,Okay got a iPhone 5c cause my 6 broke :(,negative
647510068523597824,Daniel Crisci,@bemeapp any reports of Beme not working on iPhone 6s? Not working properly for me. It doesn't stop after 4 seconds :(,negative
647510164887592960,Curtis Paradis,"So im dumb and had BETA software on my old iPhone, so now I have to update my new phone to BETA software so I can transfer my settings. :(",negative
647511087487684610,Rhys Anthony McCaig,"Why does UPS not specify what time end of day delivery is: https://t.co/avVdfdzniH

my iPhone :(",negative
647512765976866816,bbrandeee,I'm trying to save money but I really want the new iPhone :(,negative
647513639583268864,ven  ;~;,@TMobileHelp im considering switching back to iphone because my lg was impossible to get fixed :(,negative
647514806824632320,Chloe,"I really want a rose gold iPhone, can't upgrade till March though :(",negative
647514884494786560,Debbie Kearns,My only regret about switching from iPhone to Android is losing the flappy bird app :(,negative
647515336833548289,lissette,I really want the new iPhone that's rose gold it's meant for me :(,negative
647515367401758720,melanie cuthbertson,@5ophs want one! I'm having to make do with Jordan's old iPhone 5 for the foreseeable future :( enjoy yours! X,negative
647515455717011457,Jacquelyn Chastain,@ATTCares Not charge me $200 for my smashed iPhone on the Next program just because I forgot to add insurance. :(,negative
647515508300886016,marie,anthony is so damn lucky because he's getting the iPhone 6s :(,negative
647515534515392512,AlMightyAng,Really wish I could've gotten the space grey iPhone :(,negative
647515692892336129,meghan mac,that's a craptastic start to the weekend. shattering my iphone :( you're rubbing off on me @MacDerDer,negative
647516848532156416,Juno340,"@MioGlobal help now my fuse is saying NO mem when try to start workout :( still can't synch as awaiting your ios9 update, anything I can do?",negative
647517705302511616,chanel #2,@RickyPDillon  give me an iPhone :( like I have an android lol,negative
647518683938451456,#NoShame,tfw you have an iPhone 6 but want the iPhone 6s :(,negative
647519023228305408,princess,my cousin just got two iPhone 6s's delivered to work and I want one so bad :(,negative
647519834226466816,luc,I want the iPhone 6s :(,negative
647520095854419968,ariona chere,does anyone wanna give me there old iphone bc this sucks :( :( :(,negative
647520137738866688,Jc's Pizza,Please @RickyPDillon give me your iPhone  my phone is a shit :(,negative
647520211269210112,Drake Beller,@MaycenQuinn I have an unemployed iPhone :(,negative
647520461438472192,Joeli,I think @periscopeco is broke in iphone 6s!!!! This is terrible. No sound on any of my attempts to broadcast. :(,negative
647520746655223808,beth.,People need to stop getting the new iPhone and making me sad :(,negative
647522764933476352,alejandro is mine,@tomxmitchell i also want an iphone 6 :(,negative
647522871691083776,alejandro is mine,@tomxmitchell I WANT AN IPHONE 6S TOO OKAY :(,negative
647523178860937218,Sophs,do i seriously have to wait for xmas for the iphone 6s rose gold :( soooo pretttyyyyy #iwant #firstworldpro.,negative
647523428207996928,Chris aka Blackdog,@hestiahdruid at least you are home. My new iPhone 6s arrived and I'm at work for 30 more mins! Then 30-45 min drive home. :(,negative
647524184701181952,Nadia,@ElvisAmbe Hahaha I guess its only for iPhone user :(,negative
647524401009659905,Joe ,Gonna get the iPhone in 2 months :(,negative
647525476567773185,Joeli,@periscopehelp has anyone reported problems on new iPhone? I have no sound when I broadcast. :(,negative
647526119860604928,bitch,it was nice having the latest iphone while it lasted haha :(,negative
647526616919343105,Jacqui ..,"Getting grrr at iTunes.. Backed up iPhone 5S, got iPhone 6S, tried to move everything onto new phone but nope its not having it :(",negative
647527117744377856,eleni,my sister just got the iPhone 6s in the rose color :(,negative
647527653512097793,Daniel Dhers,My new iPhone just made it to my house and I'm already at the airport :(,negative
647527685460094976,Mohammed Jawhari,It's been 2 hours...where is my iPhone 6s :(,negative
647528694806765568,Felicia Spradling,@Krazyrayray so lucky ! My iPhone broke and my dad got me an android ! :(,negative
647531880451993600,rob del rey,i hate my iPhone 5s.. i want the new iPhone :(,negative
647532190272720897,Bay McElwee,hey I want the iPhone 6s :(,negative
647534542157410304,Taylor Webster,"@TMobileHelp True, I could have ordered from @att as well. First time I missed an iPhone launch since the beginning :(",negative
647534866897223684,Nadine Wagner,Was hoping to get my new iphone today but apparently only a sticker has been made. Don't even know when to expect it! :( @UPS @sprint,negative
647535189359493128,Hadley White,Shattered my phone today.. :( headed to get the iPhone 6s :),negative
647536131580559360,Yahir Vergara,@TMobile I went tried to do the upgrade. But there was a glitch in the system and now I have to wait until Monday to get my iPhone :(,negative
647536920214568960,A,i want the iphone 6s :(,negative
647537219561914368,Dennis Garcia,Got the new iPhone 6S definitely  enjoying this new phone. Went from a 6 plus though so I'm missing my screen :(,negative
647537549586657280,adr.,i want the new iphone :(,negative
647537987337613312,Andres Ayala,"NOO! I just called the @TMobile near my house, and they don't have the iPhone 6s Plus!!! DX I'm very sad now... :( I wanted to use JoD!",negative
647540308943613952,the KID,"my iphone 6s has arrived, but i'm 55 miles or 2 hours of traffic away from it :(",negative
647540644538355712,PillFX,@waze i upgraded my iphone 5S to IOS9.1. waze no longer works on my pioneer appradio 3SphDa210 car head unit.pls help.. It doesn't mirror :(,negative
647540673541971968,bill irwin,Appointments to get an iphone at 5th ave just meant a spot in 1 hour line to go inside :(,negative
647541797367889920,Hayley Michelle ,That sad moment when @andrewbazzi cant gift you #BringYouHome because I have no iPhone and I'm broke :(,negative
647541955715428352,MooseBoys,@sprintcare How can I activate my iPhone? http://t.co/shmULVqg1Y is down :(,negative
647542126721544192,Rammy,@MeganStael @TravusHertl okay yeah its only for iphone 6 then :(,negative
647542545967263744,Brent Wilson,"Well, my ol' iPhone officially sucks. The @goodreads app no longer works on whatever dinosaur iOS I've been left behind on :(",negative
647543268847153152,JS,I want the rose gold iphone :(,negative
647543336899731456,Jason Grovert,"That moment when you get your new iPhone 6s Plus, and it's dead on arrival. :(",negative
647543654584741888,Missy Molina,I've had my iPhone 6 since January and I'm already missing half the screen I don't think I'll make it until the end of my contract :(,negative
647544846564098049,Deanna,I guess if you're a baseball player you actually get your iPhone 6s on the day it comes out. :( @MWBII  https://t.co/ntLYlEeaUX,negative
647545445523292160,mich,I want the iPhone 6s Plus :(,negative
647546111062855680,Alex,I want the iPhone 6s :(,negative
647546943795761152,Evi ,So many people have already the iphone 6s... I'm so jealous :(,negative
647548572095778817,Sohan Murthy,"My new iPhone arrived!

at the wrong address

2200 miles away.
f
:(",negative
647548685375549440,Sohan Murthy,"My new iPhone arrived!

at the wrong address

2200 miles away

:(",negative
647549708081037312,shey,i want iphone 6 so badddd :(,negative
647550407544320000,y,i need my iphone 6s already :(,negative
647550625480208384,Hyacinth Lorin,The new iPhone is nice and everything but its a bit big for my hands :( #firstworldproblems,negative
647551245956325376,a wastrel,@rgay aww :( when I first got an iPhone i couldn't figure out how to put the SIM card in. For like TWO DAYS.,negative
647553179014426624,Dan Belwood,"The one thing I miss about my iPhone is battery life. If this Nexus 6 isn't hotter than the sun, it's dead :(",negative
647553192880963584,hanna | 36,@LOHANTHONY um hi send me a lot of love my iphone got stolen today :(,negative
647554201631920128,Tom Grelinger,@sprintcare I cannot activate a new iPhone. I can't believe that Sprint did not anticipate this. :(,negative
647555694107869185,Super Atomiko,@TMobileHelp @TMobile @JohnLegere T-Mobile order system screwed me over...no iPhone for me. Should have gone with AT&amp;T or the others :(,negative
647555939881512960,Princess Jasmine ,I'm gonna have to sell all my cute iPhone 5 cases when I upgrade to a 6s :(,negative
647557474489204736,Chia,Tricia da spoiled ass I gotta wait a week 4 my iPhone 6s :(,negative
647557546404892676, DarrenAndChrisNet,@DarrenCriss Why an app that's only availale on iTunes? Not everyone has an iPhone or iPad :(,negative
647557724566257664,Stephanie Rewis,"Has anyone noticed a problem with iOS9 and the ""~"" general sibling combinator selector? We have something that suddenly no longer works. :(",negative
647559267722002432,kass,Everyone getting the iPhone 6s :(,negative
647560336544038912,Kimi,I want the new iPhone :(,negative
647561946267422721,Smilodonichthys,iPhone 4s doesn't have the new emojis :( http://t.co/8b2a9ZL3ZS,negative
647563021468987392,Rit,Want the iPhone 6s :(,negative
647563444627992577,Karen Esquivel,Super sad because my iPhone 6s+ never got here :(,negative
647563859427856384,niña fresa,"I'm not getting the iPhone 6s Plus until the end of October, nor the gold MacBook or the Apple Watch until December :(",negative
647564004504633344,Maggie,My student is getting an iPhone 6s and she's only 8 wtf :(,negative
647565378931978241,victor marquez,This new iphone is lame :( lol,negative
647565639343734784,Evelyn,My sister got the new iPhone :(,negative
647567558569295872,Sharpie (Eric),@akaDazed Damn lucky ass people with the iPhone 6S Plus... I still my 6 plus till my contract. I want that 4K SO BADLY! :(,negative
647568001944850432,Lakshay The Chhabra,The difference in weight between #iPhone6 and #iPhone6S is huge! 6S feels 2x heavier :(,negative
647568482582794240,Alena Khaim,I just got the iPhone 6 and I want the 6s :(,negative
647569810633560064,lil nick,moved this Steve Urkel sticker from my iPhone 5s to my iPhone 6s and the arm fell off :(,negative
647570294773669889,Talia Rodriguez,I just reset my whole iPhone :( lost all my pictures ,negative
647570558989803521,Erik Bagaglia,Very disappointed in @TMobile . They sent iPhone 6s instead of plus. Spoke with support which helped. First time no iPhone on launch day :(,negative
647572109909184512,John Thyer,@loamlife The iPhone version 'doesn't have' puzzles :(,negative
647572267547824129,Julia Zhang,Playing with the new iPhone 6S in rose gold for review. Soooo... can I keep this forever? :( http://t.co/3QZT2zDTiX,negative
647572274887958528,kimmy jin,"I need an iPhone to be happy until then , :(",negative
647572657374916608,ayah,I want the iPhone 6s :(,negative
647573528074670084,Aaron,No iPhone for me today. Delivery says 9/25 but its 9pm so i doubt its coming. :( sad panda @TMobile @TMobileHelp,negative
647573586362810368,Andrew Salter,:( no iPhone delivery from @UPSHelp,negative
647573820425940992,ceneehole,Idk if I should get the gold or black iPhone :(,negative
647573929217798144,Bobby,wow someone bring me an iPhone 6 charger my phone at 3% and I forgot mine in my moms car :(,negative
647579336212660224,joselin,wanting the iPhone 6s but I already got the 6 plus fuck I want that phone :(,negative
647581076735565824,keila ,"Omgg, why cant i have the iphone 6s rose gold!!! 
Oh yea because im brokee... :( 
#brokepeopleproblems",negative
647582376214810624,C U T I E  ... ,iPhone 5s :( need a upgrade tf https://t.co/FJUcNe28zI,negative
647582990634123264,rach,aw man ios9 doesn't let me hide folders anymore :(,negative
647583245501132800,,Spotify on iphone is bay cunt tho :(,negative
647584426361094144,Jeff Rahm,#YouKnowWhatDude I just shattered my iPhone screen :( sad face,negative
647584621643743232,Kevin Muhammad,I want the new iPhone :(,negative
